"companyId","companyCn","website","contactStatus","contactSource","industry","industryTags","stage","priority","owner","contactName","contactPhone","contactEmail","intendedArea","intentionType","lastContact","nextFollowUp","notes","contractStatus","contractNumber","contractAmount","depositAmount","depositPaidDate","applicationStatus","balanceAmount","balanceDueDate","paymentStatus","contractNotes","profileExtra","updatedAt"
"662","","https://www.repsun.com.cn","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/repsun-lightning-protection-co-ltd","新能源与储能","[]","未联系","中","","","86-20-34923866","enquiry@xierli.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/repsun-lightning-protection-co-ltd""}}","2026-07-15T10:44:39.039Z"
"671","","https://www.sz-rcd.com/","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/renova","新能源与储能","[]","未联系","中","","","+86 400 096 1518","runchengda@sz-rcd.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/renova""}}","2026-07-15T10:44:39.024Z"
"682","深圳市环海供应链管理有限公司","https://www.sgscm.com/","官网联系方式已核验","企业官网公开联系页面（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+86 755 82149600","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.97,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网"",""sourceUrl"":""https://www.sgscm.com/""}}","2026-07-15T10:48:20.722Z"
"693","","https://www.skyworth-pv.com/","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/skyworth-pvsolavita","新能源与储能","[]","未联系","中","","","0755-27357863","solar.overseas@skyworth.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/skyworth-pvsolavita""}}","2026-07-15T10:44:39.031Z"
"706","","https://de.abokpower.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/syd-network-technology-co-ltd","新能源与储能","[]","未联系","中","","","+86（0755）2899 2974","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/syd-network-technology-co-ltd""}}","2026-07-15T10:44:43.302Z"
"710","深圳盛能杰科技有限公司","https://www.senergytec.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86-755-85245541","salesglobal@senergytec.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.senergytec.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B4.250"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":49}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:01:12.289Z"
"741","","https://www.hongjunhjt.com/en","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/solefiori-technology-company","新能源与储能","[]","未联系","中","","","+86-756-8980626","sales@hongjunhjt.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/solefiori-technology-company""}}","2026-07-15T10:44:43.236Z"
"759","","https://www.sunpuraenergy.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/sunpura","新能源与储能","[]","未联系","中","","","0755-27210648","sales@novgen-ess.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/sunpura""}}","2026-07-15T10:44:43.256Z"
"769","","https://tdc-energy.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/tdc-energy","新能源与储能","[]","未联系","中","","","","info@tdc-energy.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/tdc-energy""}}","2026-07-15T10:44:43.208Z"
"795","","https://www.ti-lane.com","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","86-755-27536596","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.ti-lane.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B6.160"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":57},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""B6.250"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":135}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:01:12.240Z"
"807","深圳市优贝特科技有限公司","https://www.ubetter.com.cn","官网已核验","企业官网：https://www.ubetter.com.cn/contact/","新能源与储能","[]","未联系","中","","","+86 185 7568 7995; +86 755 85235266","sales@ubetter.com.cn","","","","","","未签订","","","","","未提交","","","未收款","","[object Object]","2026-07-15T11:14:41.107Z"
"810","优利德科技（中国）股份有限公司","https://www.uni-trend.com.cn","会刊官网待复核","01-2026-6-3-5-2026-1-.pdf 第506页","新能源与储能","[]","已联系","高","","","","","","","","2026-07-17","已跟联系人沟通，他们自己提交了申请，需再次询问他们的意向和申请","未签订","","","","","未提交","","","未收款","","{}","2026-07-14T04:51:19.155Z"
"815","","https://www.ucanpower.com","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86-755-28263405","info@ucanpower.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.ucanpower.com""},""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.380"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":139},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.270"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":76}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:01:12.366Z"
"862","","https://www.winpin.net","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/winpin-electronics-technology-coltd","新能源与储能","[]","未联系","中","","","+86 769 82581808#644","sales@winpin.net","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/winpin-electronics-technology-coltd""}}","2026-07-15T10:44:43.251Z"
"914","中兴通讯股份有限公司","https://www.zte.com.cn/global/index.html","2026展商资料已整理，待最终人工抽检","The smarter E 2026官方目录；中兴通讯官网；公开工商资料（2026-07-15，待国家企业信用系统复核）","新能源与储能","[]","未联系","中","","","+8613319236264","liu.feilong19@zte.com.cn","","","","","","未签订","","","","","未提交","","","未收款","","{""unifiedSocialCreditCode"":""9144030027939873X7"",""creditStatus"":""公开资料待工商复核"",""registeredAddress"":""深圳市南山区高新技术产业园科技南路55号"",""contactTitle"":""储能展会联系人待补"",""description"":""已补齐中文工商主体；The smarter E 2026展位C4.150，展会业务联系人仍需从会刊或参展团队公开资料核验。"",""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/zte-corporation""}}","2026-07-15T10:44:47.310Z"
"917","","https://www.zyc.energy","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86 (0) 755-2839 4019","Jing.Yeung@zyc.energy","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.zyc.energy""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.119"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":66},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B2.134"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":155}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:01:12.232Z"
"918","","https://www.zendure.de","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/zendure","新能源与储能","[]","未联系","中","","","+8615338897635","lei.zheng@zendure.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/zendure""}}","2026-07-15T10:44:47.373Z"
"933","深圳市创翔新能源有限公司","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.151"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":92},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B0.261"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":50}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:05:17.821Z"
"934","荣昱（清远）超能源有限公司","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.156"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":49},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.250"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":45}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:05.852Z"
"937","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""EM-Power Europe"",""booth"":""C5.238"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":100}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:16.870Z"
"938","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B0.360"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":27}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:16.889Z"
"939","","https://www.differpower.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/differpower-innovation-shenzhen-technology-co-ltd","新能源与储能","[]","未联系","中","","","+43（0）6765751146","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/differpower-innovation-shenzhen-technology-co-ltd""}}","2026-07-15T10:44:47.619Z"
"941","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.274"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":47}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:16.878Z"
"942","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.677"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":25}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:18.285Z"
"943","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""C6.434"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":66},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""B5.378"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":35}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:16.881Z"
"944","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.270"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":66},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":"""",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":36}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:16.856Z"
"945","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.151"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":78}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:16.840Z"
"946","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""A5.137"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":77},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""A4.258"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":41}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:23.100Z"
"947","迈科新能源（深圳）有限公司","https://www.mkenergycn.com/","官网已核验","企业官网：https://www.mkenergycn.com/contact/","新能源与储能","[]","未联系","中","","","+86 180 3343 5632","sales@mkenergycn.com","","","","","","未签订","","","","","未提交","","","未收款","","[object Object]","2026-07-15T11:14:41.770Z"
"948","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C1.680"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":102}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:23.095Z"
"949","","https://www.acebattery.com","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86 0755-88878567","sales@acebattery.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.acebattery.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""C3.180"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":47},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.550"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":60}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:01:23.289Z"
"950","","https://www.ainegy.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-ainegy-technology-co-ltd","新能源与储能","[]","未联系","中","","","+86 0769-89333635","sales@ainegy.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-ainegy-technology-co-ltd""}}","2026-07-15T10:44:54.143Z"
"951","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""C2.375"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":47}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:23.086Z"
"952","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.550"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":60}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:23.254Z"
"953","深圳盛齐能源技术有限公司","https://www.eenovance.com","官网已核验","企业官网：https://www.eenovance.com/contact-us","新能源与储能","[]","未联系","中","","","+86 755 86566313","sales@eenovance.com; aftersales@eenovance.com","","","","","","未签订","","","","","未提交","","","未收款","","[object Object]","2026-07-15T11:14:42.497Z"
"954","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.574"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":112}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:23.052Z"
"955","","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.151"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:01:23.292Z"
"956","","https://www.grt.cn","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+8675526746422","wuli@grt.cc","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.756"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.grt.cn""}}","2026-07-15T11:01:28.356Z"
"957","","https://www.grt.cn","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-grt-communication-science-technology-coltd","新能源与储能","[]","未联系","中","","","+8675526746422","wuli@grt.cc","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-grt-communication-science-technology-coltd""}}","2026-07-15T10:44:54.184Z"
