"id","company","companyCn","booth","exhibition","province","city","regionType","website","email","phone","contactName","contactStatus","contactSource","years","stage","priority","owner","lastContact","nextFollowUp","intendedArea","notes","hasGuangdongAffiliate","exhibitions","officialProfileUrl","officialAddress","productGroups","contactEmail","contactPhone","profileExtra"
"288","CHINT New Energy Technology Co., Ltd.","正泰新能科技股份有限公司","8.2H E680","SNEC PV+ 2026","浙江省","待核实","省外企业","https://www.astronergy.com.cn","","","","会刊官网待复核","01-2026-6-3-5-2026-1-.pdf 第281页","[""2026"",""2023""]","未联系","中","","","","","","false","[{""company"":""Chint New Energy Technology Co.,Ltd."",""companyCn"":""正泰新能科技股份有限公司"",""booth"":""8.2H E680"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":281,""website"":""https://www.astronergy.com.cn"",""address"":""NO.1 Jisheng Road,Jianshan New Zone,Haining City,Zhejiang Province 浙江省海宁市尖山新区吉盛路1号""},{""company"":""CHINT New Energy Technology Co., Ltd."",""companyCn"":"""",""booth"":""A1.250"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":12}]","","","","","",""
"2875","CHINT Group Co., Ltd.","正泰集团股份有限公司","8.2H E680","SNEC PV+ 2026","浙江省","温州市","省外企业","https://www.chint.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""CHINT Group Co., Ltd."",""companyCn"":""正泰集团股份有限公司"",""booth"":""8.2H E680"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":21,""website"":""https://www.chint.com"",""address"":""浙江省乐清市北白象镇正泰工业园区正泰路1号""}]","","","","","",""
"2876","Wuhan Sunic Solar Energy Technology Co.,Ltd","武汉三工新能源科技有限公司","2.1H E180","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.sunic.com.cn/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Sunic Solar Energy Technology Co.,Ltd"",""companyCn"":""武汉三工新能源科技有限公司"",""booth"":""2.1H E180"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":513,""website"":""https://www.sunic.com.cn/"",""address"":""No.4 Huang LongShan North Road,East Lake High-tech District, Wuhan,P,R,China 武汉东湖新技术开发区黄龙山北路4号""}]","","","","","",""
"2877","Wuhan Welead New Energy Co.,Ltd.","武汉伟立德新能源有限公司","5.1H C001 C002","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://No.Te","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Welead New Energy Co.,Ltd."",""companyCn"":""武汉伟立德新能源有限公司"",""booth"":""5.1H C001 C002"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":513,""website"":""https://No.Te"",""address"":""2nd Floor, Office Building, Jiangwei Industrial Park, No.Te 6, Zhuankou Road, Zhuankou Development Zone, Wuhan China 武汉市沌口开发区沌口路特6号江圩工业园办公楼2楼""}]","","","","","",""
"2878","Wuhan Yitian Technology Development Co.,Ltd","武汉宜田科技发展有限公司","2.2H D695","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.whyttech.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Yitian Technology Development Co.,Ltd"",""companyCn"":""武汉宜田科技发展有限公司"",""booth"":""2.2H D695"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":514,""website"":""https://www.whyttech.com"",""address"":""Hubei Hong'an County Economic Development Zone New Industrial Park 湖北省红安县经济开发区新型产业园""}]","","","","","",""
"1652","Wuhan DR Laser Technology Corp., LTD","武汉帝尔激光科技股份有限公司","1.1H A110","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.drlaser.com","","","","会刊官网待复核","01-2026-6-3-5-2026-1-.pdf 第512页","[""2026"",""2024""]","未联系","中","","","","","","false","[{""company"":""WUHAN DR LASER TECHNOLOGY CO., LTD."",""companyCn"":""武汉帝尔激光科技股份有限公司"",""booth"":""1.1H A110"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":512,""website"":""https://www.drlaser.com"",""address"":""No.88, Jiulonghu Street, East-Lake High-Tech Development Zone, Wuhan, China 湖北省武汉市东湖新技术开发区九龙湖街88号""},{""company"":""Wuhan DR Laser Technology Corp., LTD"",""companyCn"":"""",""booth"":""A2.112"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":146}]","","","","","",""
"2879","Wuhan Weiming Machinery Co., Ltd","武汉微明机械有限公司","6.2H B635","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.weiminghuahuan.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Weiming Machinery Co., Ltd"",""companyCn"":""武汉微明机械有限公司"",""booth"":""6.2H B635"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":513,""website"":""https://www.weiminghuahuan.com"",""address"":""8th . Floor,Building . 2,Linkonggang Science and Innovation Center,No.9 Linkonggang Avenue,Dongxihu District,Wuhan City,Hubei Province,China 武汉市东西湖区临空港大道9号。临空港科创中心2栋8楼""}]","","","","","",""
"2880","Wuhan Virtue World Robotics Technology CO.,Ltd","武汉德行天下机器人科技有限公司","4.1H A150","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.vw-robot.cn","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Virtue World Robotics Technology CO.,Ltd"",""companyCn"":""武汉德行天下机器人科技有限公司"",""booth"":""4.1H A150"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":512,""website"":""https://www.vw-robot.cn"",""address"":""Building C8, Huazhong Zhigu Industrial Park, Furong Road, Wuhan City, Hubei Province 湖北省武汉市芙蓉路华中智谷产业园区C8栋""}]","","","","","",""
"2881","Wuhan Xin Puhui Technology Co., Ltd","武汉新普惠科技有限公司","6.1H E360","SNEC PV+ 2026","湖北省","武汉市","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Xin Puhui Technology Co., Ltd"",""companyCn"":""武汉新普惠科技有限公司"",""booth"":""6.1H E360"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":514,""website"":"""",""address"":""8004-44, Building 8, Longyue Building, No. 42, Optics Valley 1st Road, East Lake High-tech Development Zone, Wuhan 武汉东湖新技术开发区光谷一路42号隆越大厦8号楼8004-44""}]","","","","","",""
"2882","Wuhan Yuantai New Energy Co., Ltd.","武汉源泰新能源有限公司","8.1H C008","SNEC PV+ 2026","湖北省","武汉市","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Yuantai New Energy Co., Ltd."",""companyCn"":""武汉源泰新能源有限公司"",""booth"":""8.1H C008"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":514,""website"":"""",""address"":""No. 94, Changhuan Avenue, Caidian Economic and Technological Development Zone, Wuhan City 武汉市蔡甸经济技术开发区常欢大道94号""}]","","","","","",""
"2883","Wuhan Aijiang Technology Co., LTD","武汉爱疆科技有限公司","1.1H D675","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.aijchina.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Aijiang Technology Co., LTD"",""companyCn"":""武汉爱疆科技有限公司"",""booth"":""1.1H D675"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":178,""website"":""https://www.aijchina.com"",""address"":""湖北省武汉市江夏区庙山光电子产业园7-2栋""}]","","","","","",""
"2884","Wuhan TEGA New Material Co., Ltd","武汉特艾佳新型材料有限公司","2.2H A375","SNEC PV+ 2026","湖北省","武汉市","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan TEGA New Material Co., Ltd"",""companyCn"":""武汉特艾佳新型材料有限公司"",""booth"":""2.2H A375"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":513,""website"":"""",""address"":""No. 172, Hehua Street, Dongxihu District, Wuhan City 武汉市东西湖区荷花街172号""}]","","","","","",""
"1655","Wuhan Maiwe Communication Co., Ltd.","武汉迈威通信股份有限公司","4.1H B630","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.maiwe.com.cn","","","","会刊官网待复核","01-2026-6-3-5-2026-1-.pdf 第512页","[""2026"",""2024""]","未联系","中","","","","","","false","[{""company"":""Wuhan Maiwe Communication Co.,Ltd"",""companyCn"":""武汉迈威通信股份有限公司"",""booth"":""4.1H B630"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":512,""website"":""https://www.maiwe.com.cn"",""address"":""No.52, Liufang Road, East Lake Hi-tech Development Zone, Wuhan, China 武汉市东湖新技术开发区流芳路52号光谷芯中心二期E区2栋""},{""company"":""Wuhan Maiwe Communication Co., Ltd."",""companyCn"":"""",""booth"":""C5.139"",""exhibition"":""EM-Power Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":146}]","","","","","",""
"2885","Wuhan YIFI Laser CO.,Ltd","武汉逸飞激光股份有限公司","1.1H E670","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.yifilaser.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan YIFI Laser CO.,Ltd"",""companyCn"":""武汉逸飞激光股份有限公司"",""booth"":""1.1H E670"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":514,""website"":""https://www.yifilaser.com"",""address"":""Building C1, Future Science and Technology City, Gaoxin Avenue No. 999, Optics Valley of China, Wuhan 武汉·中国光谷·高新大道999号未来科技城C1栋""}]","","","","","",""
"2886","Wuhan Raycus Fiber Laser Technologies Co., Ltd.","武汉锐科光纤激光技术股份有限公司","1.1H E675","SNEC PV+ 2026","湖北省","武汉市","省外企业","https://www.raycuslaser.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Wuhan Raycus Fiber Laser Technologies Co., Ltd."",""companyCn"":""武汉锐科光纤激光技术股份有限公司"",""booth"":""1.1H E675"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":513,""website"":""https://www.raycuslaser.com"",""address"":""No.1 Longshan South Street, Future Science and Technology City, East Lake New Technology Development Zone, Wuhan City, Hubei Province.China. 湖北省武汉市东湖新技术开发区未来科技城龙山南街一号""}]","","","","","",""
"2887","Minzhong Electric Technology Co, Ltd","民众电气科技有限公司","7.1H D181","SNEC PV+ 2026","浙江省","温州市","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Minzhong Electric Technology Co, Ltd"",""companyCn"":""民众电气科技有限公司"",""booth"":""7.1H D181"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":392,""website"":"""",""address"":""浙江省乐清市柳市镇浙南大道17-29号""}]","","","","","",""
"595","Mindian Electric Co., Ltd.","民电电气有限公司","8.2H B110","SNEC PV+ 2026","浙江省","温州市","省外企业","https://www.mdgn.cn","","","","会刊官网待复核","01-2026-6-3-5-2026-1-.pdf 第90页","[""2026"",""2024"",""2023""]","未联系","中","","","","","","false","[{""company"":""MINDIAN ELECTRIC CO.,LTD"",""companyCn"":""民电电气有限公司"",""booth"":""8.2H B110"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":90,""website"":""https://www.mdgn.cn"",""address"":""浙江省乐清市北白象镇马路角工业园""},{""company"":""Mindian Electric Co., Ltd."",""companyCn"":"""",""booth"":""B4.139"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":83},{""company"":""Mindian Electric Co., Ltd."",""companyCn"":"""",""booth"":""B4.152"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":45}]","","","","","",""
"2888","HUIDA TECH CO., LTD","永康市汇达科技有限公司","5.2H E115","SNEC PV+ 2026","浙江省","金华市","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""HUIDA TECH CO., LTD"",""companyCn"":""永康市汇达科技有限公司"",""booth"":""5.2H E115"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":343,""website"":"""",""address"":""HUIDA TECH CO., LTD 永康市汇达科技有限公司""}]","","","","","",""
"2889","Yongqing Tongda Metal Products Co., Ltd.","永清县通达金属制品有限公司","1.2H C170","SNEC PV+ 2026","河北省","廊坊市","省外企业","http://www.hebeitongda.com/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Yongqing Tongda Metal Products Co., Ltd."",""companyCn"":""永清县通达金属制品有限公司"",""booth"":""1.2H C170"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":189,""website"":""http://www.hebeitongda.com/"",""address"":""河北省廊坊市永清县里澜城镇""}]","","","","","",""
"900","Yonz Technology Co., Ltd.","永臻科技股份有限公司","8.2H A160","SNEC PV+ 2026","江苏省","常州市","省外企业","","","","","待核实","","[""2026"",""2025""]","未联系","中","","","","","","false","[{""company"":""YONZ TECHNOLOGY CO.,LTD."",""companyCn"":""永臻科技股份有限公司"",""booth"":""8.2H A160"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":533,""website"":"""",""address"":""NO.99，Yuehu North Road ,Jintan District,Changzhou,Jiangsu 江苏省常州市金坛区月湖北路99号""},{""company"":""Yonz Technology Co., Ltd."",""companyCn"":"""",""booth"":""A2.630"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":64}]","","","","","",""
"2890","HYPSET CO., LTD.","汇耀品尚能源科技（杭州）有限公司","1.2H E660","SNEC PV+ 2026","浙江省","杭州市","省外企业","https://www.hypsenergy.com/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""HYPSET CO., LTD."",""companyCn"":""汇耀品尚能源科技（杭州）有限公司"",""booth"":""1.2H E660"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":347,""website"":""https://www.hypsenergy.com/"",""address"":""Room 7, Building 433, Tiancheng East Road, Yuhe Innovation Center, Xiasha Subdistrict, Qiantang District, Hangzhou, Zhejiang, China 浙江省杭州市钱塘区下沙街道天城东路433号和毓创新中心7幢""}]","","","","","",""
"2891","Henan Huicheng Aluminum CO.,LTD","汇诚(河南)铝业有限公司","1.2H D570","SNEC PV+ 2026","河南省","待核实","省外企业","https://www.hc-aluminum.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Henan Huicheng Aluminum CO.,LTD"",""companyCn"":""汇诚(河南)铝业有限公司"",""booth"":""1.2H D570"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":337,""website"":""https://www.hc-aluminum.com"",""address"":""No. 1 Weisan Road, West District, Jingkai District, Xiuwu County, Jiaozuo Province 河南省焦作市修武县经开区西片区纬三路1号""}]","","","","","",""
"440","Hanersun Energy Co., Ltd","汉伏光电技术（南京）有限公司","A2.160","Intersolar Europe","江苏省","南京市","省外企业","https://www.hanersun.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/hanersun-energy-co-ltd","[""2026""]","未联系","中","","","","","","false","[{""company"":""Hanersun Energy Co., Ltd"",""companyCn"":"""",""booth"":""A2.160"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":4},{""company"":""HANERSUN ENERGY CO., LTD"",""companyCn"":""汉伏光电技术（南京）有限公司"",""booth"":""6.2H A120"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":325,""website"":""https://www.hanersun.com"",""address"":""10th Floor, Building B4, No. 19, Suyuan Avenue, Jiangning District, . . Nanjing (Jiulong lake international enterprise headquarters park) 南京市江宁区苏源大道19号B4幢10楼（九龙湖国际企业总部园）""}]","https://www.thesmartere.de/exhibitorlist/hanersun-energy-co-ltd","Hanersun Energy Co., LtdFloor 10, building B4, No. 19, Suyuan Avenue, Jiangning District, Nanjing (Jiulong lake international enterprise headquarters park)210000 Nanjing/Jiangsu, China","[""Crystalline modules""]","sales@hanersun.com","+86 25 5279 1766",""
"2892","JIANG HUA SHORI ELECTRIC CO., LTD.","江华晟瑞电子有限公司","5.1H F011","SNEC PV+ 2026","湖南省","待核实","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""JIANG HUA SHORI ELECTRIC CO., LTD."",""companyCn"":""江华晟瑞电子有限公司"",""booth"":""5.1H F011"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":350,""website"":"""",""address"":""No.8, Xingye road, Jiang Hua County, Yongzhou City, Hunan, China. 湖南省永州市江华县兴业路8号""}]","","","","","",""
"2893","JIANGSU SHANGSHANG CABLE GROUP","江苏上上电缆集团有限公司","8.1H F222","SNEC PV+ 2026","江苏省","待核实","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""JIANGSU SHANGSHANG CABLE GROUP"",""companyCn"":""江苏上上电缆集团有限公司"",""booth"":""8.1H F222"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":72,""website"":"""",""address"":""江苏省溧阳市上上路68号""}]","","","","","",""
"2894","Jiangsu Shitong New Materials Technology Co., Ltd.","江苏世通新材料科技有限公司","2.1H A110","SNEC PV+ 2026","江苏省","无锡市","省外企业","https://www.gpczh.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Jiangsu Shitong New Materials Technology Co., Ltd."",""companyCn"":""江苏世通新材料科技有限公司"",""booth"":""2.1H A110"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":369,""website"":""https://www.gpczh.com"",""address"":""No. 8, Ren Bin Road, Yucun Industrial Zone, Nanquan town, Binhu district, Wuxi city, Jiangsu Province 江苏省无锡市滨湖区南泉镇裕村工业区任宾路88号""}]","","","","","",""
"2895","Jiangsu Eastone Technology Co., Ltd.","江苏东方四通科技股份有限公司","1.1H D110","SNEC PV+ 2026","江苏省","苏州市","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Jiangsu Eastone Technology Co., Ltd."",""companyCn"":""江苏东方四通科技股份有限公司"",""booth"":""1.1H D110"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":354,""website"":"""",""address"":""江苏省张家港市经济技术开发区（南区）""}]","","","","","",""
"2896","JIANGSU ORIENTAL FLEXTECH CO.,LTD.","江苏东软智能科技有限公司","1.2H E180","SNEC PV+ 2026","江苏省","待核实","省外企业","https://www.o-flextech.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""JIANGSU ORIENTAL FLEXTECH CO.,LTD."",""companyCn"":""江苏东软智能科技有限公司"",""booth"":""1.2H E180"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":362,""website"":""https://www.o-flextech.com"",""address"":""6th Floor, Mingcheng Building, No. 199 West Ring Road, Yancheng, Jiangsu 江苏省盐城市西环路199号铭城大厦6楼""}]","","","","","",""
"360","Econess Energy Co., Ltd.","江苏东鋆光伏科技有限公司","A2.572","Intersolar Europe","江苏省","无锡市","省外企业","https://www.eco-pv.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/econess-energy-co-ltd","[""2026"",""2024""]","未联系","中","","","","","","false","[{""company"":""Econess Energy Co., Ltd."",""companyCn"":"""",""booth"":""A2.572"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":2},{""company"":""Econess Energy Co., Ltd."",""companyCn"":""江苏东鋆光伏科技有限公司"",""booth"":""8.2H A180"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":301,""website"":""https://www.eco-pv.com"",""address"":""江阴市华士镇海达路58号""},{""company"":""Econess Energy Co., Ltd."",""companyCn"":"""",""booth"":""A2.436"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":32}]","https://www.thesmartere.de/exhibitorlist/econess-energy-co-ltd","Econess Energy Co., Ltd.No.58, Haida Road, Huashi Town, Jiangyin City214421 Jiangyin/ Jiangsu, China","[""Crystalline modules""]","sales@eco-pv.com","+86 510 86076839",""
"250","Arctech Solar Holding Co., Ltd.","江苏中信博新能源科技股份有限公司","A6.140","Intersolar Europe","江苏省","苏州市","省外企业","https://www.arctechsolar.com/","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/arctech-solar-holding-co-ltd","[""2026"",""2024"",""2023""]","未联系","中","","","","","","false","[{""company"":""Arctech Solar Holding Co., Ltd"",""companyCn"":"""",""booth"":""A6.140"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":1},{""company"":""Arctech Solar Holding Co., Ltd."",""companyCn"":""江苏中信博新能源科技股份有限公司"",""booth"":""1.2H A110"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":260,""website"":""https://www.arctechsolar.com"",""address"":""江苏省苏州市昆山市陆家镇华阳路190号""},{""company"":""Arctech Solar Holding Co., Ltd"",""companyCn"":"""",""booth"":""A5.130"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":9},{""company"":""Arctech Solar Holding Co., Ltd."",""companyCn"":"""",""booth"":""A5.119"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":5}]","https://www.thesmartere.de/exhibitorlist/arctech-solar-holding-co-ltd","Arctech Solar Holding Co., LtdNo.190 Huayang Road, Lujia Town, Kunshan215331 Kunshan/Jiangsu, China","[""Mounting systems, installation aids"",""Tracking systems""]","sales@arctechsolar.com","86-512-57353472",""
"2897","BACKBONE(JIANGSU) Co., Ltd.","江苏中坚金属材料有限公司","5.2H D670","SNEC PV+ 2026","江苏省","苏州市","省外企业","https://www.backbonesolar.com/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""BACKBONE(JIANGSU) Co., Ltd."",""companyCn"":""江苏中坚金属材料有限公司"",""booth"":""5.2H D670"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":262,""website"":""https://www.backbonesolar.com/"",""address"":""江苏省苏州市常熟市虞山高新区阳光大道99号""}]","","","","","",""
